idx,kind,digits,truth,answer_nl,correct_nl,answer_code,correct_code,answer_code_exec,correct_code_exec,problem
11,mul,32,1688046443228300663997360758665357264583990882219111281845188736,47392671830082774702620,0,1685897988978750986278440066340329360963073393292077737770777728,0,"{'ok': True, 'value': 1688046443228300663997360758665357264583990882219111281845188736, 'stdout': '1688046443228300663997360758665357264583990882219111281845188736\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.07996726036071777}",1,Compute: 47392671830082774702620572731792 * 35618300847870816692396389803208
12,ilp_prod,4,28,8,0,3,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [9, 3, 7]
consumption (rows=resources) = [[3, 2, 2], [4, 1, 1], [1, 2, 2]]
capacity = [8, 14, 8]
upper_bounds = [3, 4, 4]"
13,mul,16,21147671350532803657490627997378,99,0,211322328522370745736774056367438,0,"{'ok': True, 'value': 21147671350532803657490627997378, 'stdout': '21147671350532803657490627997378\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08289742469787598}",1,Compute: 4683347299723927 * 4515503548451214
14,sub,32,27524559079399730197336105175549,1,0,27521558979400730197329044775549,0,"{'ok': True, 'value': 27524559079399730197336105175549, 'stdout': '27524559079399730197336105175549\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08618640899658203}",1,Compute: 88718215409712019084773041340231 - 61193656330312288887436936164682
15,add,32,129567263466988663698723560524856,1,0,129567263466988663698723560524856,1,"{'ok': True, 'value': 129567263466988663698723560524856, 'stdout': '129567263466988663698723560524856\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08292055130004883}",1,Compute: 82540791985024106329389262047812 + 47026471481964557369334298477044
16,sub,8,30355863,30355863,1,30355863,1,"{'ok': True, 'value': 30355863, 'stdout': '30355863\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.0926055908203125}",1,Compute: 57881834 - 27525971
17,mul,16,7382780567115135551069544670140,,0,7373423353592623092297391233164,0,"{'ok': True, 'value': 7382780567115135551069544670140, 'stdout': '7382780567115135551069544670140\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11092734336853027}",1,Compute: 2219403763461510 * 3326470238835914
18,knap,8,93,4,0,101,0,"{'ok': True, 'value': 93, 'stdout': '93\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08639121055603027}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [4, 16, 12, 9, 5, 1, 7, 12]
V = [22, 31, 19, 19, 21, 12, 6, 7]
C = 33"
19,rod,16,224,224,1,102,0,"{'ok': True, 'value': 224, 'stdout': '224\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09630703926086426}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [7, 28, 28, 16, 31, 25, 15, 26, 16, 42, 31, 26, 38, 5, 17, 18]"
20,rod,4,36,36,1,,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 4
P = [9, 6, 6, 10]"
21,knap,32,1554,1,0,1324,0,"{'ok': True, 'value': 1554, 'stdout': '1554\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08906674385070801}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [31, 3, 6, 13, 40, 12, 51, 17, 26, 36, 38, 21, 24, 29, 18, 17, 30, 34, 64, 39, 19, 35, 27, 11, 18, 53, 24, 26, 3, 45, 62, 17]
V = [70, 21, 72, 57, 2, 37, 54, 1, 108, 33, 38, 125, 11, 82, 57, 45, 117, 82, 114, 60, 71, 49, 26, 90, 126, 70, 91, 73, 56, 74, 101, 17]
C = 444"
22,sub,8,8771288,8771288,1,8771288,1,"{'ok': True, 'value': 8771288, 'stdout': '8771288\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08071780204772949}",1,Compute: 36753798 - 27982510
23,ilp_assign,32,71,,0,0,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[62, 21, 14, 85, 15, 61, 94], [37, 94, 40, 39, 51, 5, 76], [35, 43, 60, 9, 8, 84, 92], [38, 29, 59, 82, 40, 71, 27], [49, 9, 55, 6, 6, 12, 48], [1, 38, 40, 8, 1, 5, 80], [6, 20, 77, 22, 61, 84, 11]]"
24,ilp_partition,4,6,6,1,10,0,"{'ok': True, 'value': 6, 'stdout': '6\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11660575866699219}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [10, 4, 10, 10]"
25,add,8,180231588,180231588,1,180231588,1,"{'ok': True, 'value': 180231588, 'stdout': '180231588\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08545136451721191}",1,Compute: 91527862 + 88703726
26,ilp_prod,8,48,48,1,3,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [23, 24, 16, 7]
consumption (rows=resources) = [[8, 3, 6, 3], [4, 3, 8, 6], [7, 7, 8, 7], [4, 4, 8, 4]]
capacity = [17, 28, 17, 23]
upper_bounds = [3, 3, 3, 3]"
27,ilp_partition,32,1,64,0,64,0,"{'ok': True, 'value': 1, 'stdout': '1\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09062075614929199}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [64, 26, 73, 79, 76, 10, 53, 37, 89, 87, 6, 34, 1, 4, 78, 21, 43, 23, 52, 30, 75, 71, 26, 5]"
28,knap,8,100,100,1,2,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [13, 3, 3, 5, 14, 10, 14, 5]
V = [28, 20, 23, 6, 16, 29, 24, 4]
C = 33"
29,lcs,4,2,2,1,1,0,"{'ok': True, 'value': 2, 'stdout': '2\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10242629051208496}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dcba""
T = ""acac"""
30,ilp_partition,4,6,6,1,2,0,"{'ok': True, 'value': 6, 'stdout': '6\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08471155166625977}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [2, 11, 9, 10]"
31,add,8,54098399,54098399,1,54098399,1,"{'ok': True, 'value': 54098399, 'stdout': '54098399\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09232234954833984}",1,Compute: 41349381 + 12749018
32,ilp_prod,8,50,2,0,1,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [6, 19, 10, 8]
consumption (rows=resources) = [[2, 7, 5, 5], [3, 4, 2, 7], [7, 5, 5, 8], [6, 3, 3, 2]]
capacity = [19, 28, 28, 30]
upper_bounds = [4, 3, 3, 3]"
33,mul,8,3071496399355219,3071496400355219,0,3074272723333739,0,"{'ok': True, 'value': 3071496399355219, 'stdout': '3071496399355219\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08386802673339844}",1,Compute: 31984249 * 96031531
34,sub,16,4231365152001630,4231365152001630,1,4231365152001630,1,"{'ok': True, 'value': 4231365152001630, 'stdout': '4231365152001630\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09520411491394043}",1,Compute: 9038285281008900 - 4806920129007270
35,ilp_assign,32,165,5,0,,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[61, 71, 48, 39, 54, 75, 83], [22, 45, 5, 55, 57, 57, 40], [9, 88, 30, 43, 30, 49, 4], [80, 44, 20, 24, 64, 9, 13], [23, 78, 5, 30, 84, 23, 2], [84, 67, 87, 56, 87, 56, 23], [38, 51, 57, 40, 69, 5, 21]]"
36,mul,2,3640,3640,1,3640,1,"{'ok': True, 'value': 3640, 'stdout': '3640\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09279727935791016}",1,Compute: 52 * 70
37,add,16,7876243483070444,8,0,7876243483070444,1,"{'ok': True, 'value': 7876243483070444, 'stdout': '7876243483070444\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09607887268066406}",1,Compute: 6654987979436494 + 1221255503633950
38,lcs,16,8,5,0,9,0,"{'ok': True, 'value': 8, 'stdout': '8\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10543131828308105}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""ccddaccdacaddadc""
T = ""aacaccbcdcbacbcb"""
39,sub,4,1612,1612,1,1612,1,"{'ok': True, 'value': 1612, 'stdout': '1612\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09124541282653809}",1,Compute: 6874 - 5262
40,lcs,8,4,4,1,0,0,"{'ok': True, 'value': 4, 'stdout': '4\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09435653686523438}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dddadcca""
T = ""aacaccba"""
41,ilp_partition,16,0,0,1,45,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.085540771484375}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [45, 40, 32, 43, 37, 14, 39, 29, 3, 16, 32, 39, 21, 36, 47, 13]"
42,ilp_prod,32,348,24,0,32,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [13, 38, 94, 6, 6, 66]
consumption (rows=resources) = [[25, 23, 31, 29, 31, 12], [2, 23, 14, 20, 28, 5], [15, 7, 11, 30, 9, 32], [21, 29, 10, 32, 17, 32]]
capacity = [107, 92, 69, 110]
upper_bounds = [4, 3, 3, 3, 3, 3]"
43,rod,2,6,6,1,6,1,"{'ok': True, 'value': 6, 'stdout': '6\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.0896310806274414}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [1, 6]"
44,ilp_assign,8,44,,0,19,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[8, 1, 4, 20, 23, 4, 6], [24, 14, 8, 7, 10, 24, 22], [1, 24, 18, 17, 14, 2, 4], [13, 21, 9, 4, 24, 19, 12], [8, 22, 23, 23, 18, 22, 10], [8, 24, 8, 3, 17, 10, 22], [11, 8, 12, 21, 16, 10, 19]]"
45,add,16,8488988083752320,8489088083752320,0,8488988083752320,1,"{'ok': True, 'value': 8488988083752320, 'stdout': '8488988083752320\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.0822756290435791}",1,Compute: 6889602519731162 + 1599385564021158
46,ilp_prod,8,100,16,0,11,0,"{'ok': True, 'value': 100, 'stdout': '100\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10520792007446289}",1,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [10, 20, 15, 11]
consumption (rows=resources) = [[1, 2, 5, 1], [1, 5, 7, 7], [8, 2, 5, 6], [5, 4, 2, 1]]
capacity = [18, 24, 25, 26]
upper_bounds = [3, 4, 3, 3]"
47,ilp_prod,2,10,10,1,1,0,"{'ok': True, 'value': 10, 'stdout': '10\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08142518997192383}",1,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [4, 3]
consumption (rows=resources) = [[3, 2], [1, 3]]
capacity = [7, 8]
upper_bounds = [3, 3]"
48,ilp_assign,16,86,4,0,3,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[12, 30, 36, 22, 9, 27, 17], [25, 6, 37, 33, 22, 15, 30], [16, 23, 31, 27, 2, 29, 47], [1, 36, 26, 29, 15, 28, 16], [17, 31, 31, 10, 15, 29, 19], [24, 42, 32, 39, 10, 34, 44], [6, 13, 20, 34, 41, 44, 8]]"
49,rod,16,336,336,1,120,0,"{'ok': True, 'value': 336, 'stdout': '336\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08256959915161133}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [21, 33, 1, 3, 4, 8, 37, 40, 10, 10, 44, 25, 2, 27, 28, 37]"
50,sub,2,67,67,1,67,1,"{'ok': True, 'value': 67, 'stdout': '67\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09415030479431152}",1,Compute: 89 - 22
51,ilp_assign,16,82,5,0,,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[8, 26, 23, 33, 31, 15, 42], [46, 24, 41, 23, 28, 18, 23], [26, 46, 19, 7, 31, 19, 8], [29, 10, 23, 16, 48, 12, 22], [32, 15, 8, 44, 25, 25, 30], [33, 30, 37, 40, 15, 44, 26], [33, 20, 32, 15, 21, 34, 44]]"
52,ilp_prod,16,145,1,0,4096,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [42, 9, 20, 35, 34, 38]
consumption (rows=resources) = [[13, 16, 9, 6, 8, 12], [6, 10, 5, 15, 3, 3], [16, 13, 14, 3, 9, 16], [8, 4, 10, 5, 12, 4]]
capacity = [40, 35, 40, 44]
upper_bounds = [3, 3, 3, 3, 3, 3]"
53,ilp_partition,16,0,0,1,2,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [4, 22, 44, 34, 13, 47, 21, 12, 34, 35, 46, 39, 38, 28, 10, 41]"
54,ilp_partition,8,0,0,1,18,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [13, 18, 21, 20, 4, 10, 5, 17]"
55,ilp_assign,8,26,5,0,5040,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[6, 5, 1, 18, 17, 11, 12], [19, 21, 1, 5, 13, 5, 6], [17, 3, 5, 7, 16, 19, 23], [7, 8, 24, 5, 8, 13, 12], [20, 19, 5, 21, 16, 4, 20], [1, 17, 20, 12, 16, 15, 10], [1, 8, 18, 21, 6, 22, 16]]"
56,knap,32,1675,,0,64,0,"{'ok': True, 'value': 1675, 'stdout': '1675\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10413885116577148}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [28, 28, 1, 19, 31, 59, 61, 12, 36, 38, 51, 43, 39, 12, 16, 64, 48, 12, 30, 18, 53, 31, 3, 63, 37, 19, 48, 19, 15, 42, 41, 10]
V = [93, 50, 52, 76, 109, 97, 102, 10, 37, 113, 20, 74, 40, 49, 126, 90, 40, 39, 110, 68, 55, 30, 41, 36, 114, 109, 46, 10, 77, 121, 22, 94]
C = 513"
57,ilp_assign,32,115,25,0,5040,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[81, 33, 42, 25, 82, 15, 80], [86, 89, 32, 46, 52, 14, 36], [50, 72, 46, 5, 82, 43, 30], [51, 5, 54, 69, 35, 21, 34], [6, 96, 35, 93, 11, 43, 84], [54, 1, 87, 35, 30, 84, 91], [23, 33, 48, 68, 82, 15, 22]]"
58,ilp_prod,2,30,30,1,1,0,"{'ok': True, 'value': 30, 'stdout': '30\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10834908485412598}",1,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [4, 5]
consumption (rows=resources) = [[2, 1], [1, 1]]
capacity = [7, 6]
upper_bounds = [3, 6]"
59,knap,4,18,18,1,0,0,"{'ok': True, 'value': 18, 'stdout': '18\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10462832450866699}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [2, 1, 5, 8]
V = [4, 9, 5, 12]
C = 8"
60,knap,4,11,11,1,0,0,"{'ok': True, 'value': 11, 'stdout': '11\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10966849327087402}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [2, 3, 5, 1]
V = [2, 2, 7, 9]
C = 5"
61,ilp_assign,8,47,14,0,0,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[21, 3, 6, 12, 2, 24, 21], [22, 6, 8, 20, 10, 20, 3], [23, 17, 10, 12, 14, 15, 2], [21, 23, 17, 22, 21, 18, 24], [14, 19, 15, 16, 9, 23, 16], [7, 11, 9, 2, 2, 2, 6], [12, 1, 10, 21, 1, 5, 3]]"
62,ilp_assign,32,103,103,1,0,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[83, 18, 54, 44, 17, 89, 72], [47, 76, 22, 11, 12, 32, 15], [26, 62, 92, 84, 25, 4, 49], [43, 34, 46, 76, 33, 57, 67], [96, 5, 40, 58, 56, 29, 95], [96, 61, 2, 67, 77, 94, 51], [92, 44, 28, 73, 45, 38, 21]]"
63,lcs,4,1,4,0,1,1,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""daab""
T = ""cbbbd"""
64,sub,32,23029536167217223085430362583688,2230953618702423862641832652388,0,23029536167217223085434262583688,0,"{'ok': True, 'value': 23029536167217223085430362583688, 'stdout': '23029536167217223085430362583688\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08890867233276367}",1,Compute: 95565864813316844754589384462739 - 72536328646099621669159021879051
65,ilp_partition,16,0,0,1,2,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08632349967956543}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [19, 44, 22, 32, 44, 13, 11, 24, 36, 23, 46, 29, 26, 29, 43, 21]"
66,rod,2,12,12,1,,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'no_fenced_code', 'retcode': None, 'timeout': False, 'duration_s': 0.0}",0,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [6, 5]"
67,knap,4,22,22,1,1,0,"{'ok': True, 'value': 22, 'stdout': '22\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10291743278503418}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [2, 4, 5, 5]
V = [6, 4, 16, 13]
C = 8"
68,sub,2,47,47,1,47,1,"{'ok': True, 'value': 47, 'stdout': '47\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09432339668273926}",1,Compute: 84 - 37
