idx,kind,digits,truth,answer_nl,correct_nl,answer_code,correct_code,answer_code_exec,correct_code_exec,problem
11,mul,8,2741065658243698,27394998696958,0,27399999999997378,0,"{'ok': True, 'value': 2741065658243698, 'stdout': '2741065658243698\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11647558212280273}",1,Compute: 50856479 * 53898062
12,ilp_prod,32,489,Cannot be determined without a linear programming solver,0,0,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py:1489: UserWarning: Spaces are not permitted in the name. Converted to \'_\'\n  warnings.warn(""Spaces are not permitted in the name. Converted to \'_\'"")\nTraceback (most recent call last):\n  File ""/tmp/cot_exec_6ss9mr23/main.py"", line 7, in <module>\n    x = LpVariable.dicts(""x"", range(len(profit)), lowBound=0, cat=\'Integer\')\nNameError: name \'profit\' is not defined\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.23917007446289062}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [70, 40, 93, 17, 85, 56]
consumption (rows=resources) = [[31, 26, 8, 32, 7, 5], [27, 29, 20, 16, 18, 2], [18, 9, 19, 30, 10, 19], [29, 11, 28, 20, 18, 14]]
capacity = [85, 94, 79, 114]
upper_bounds = [3, 3, 4, 3, 5, 4]"
13,add,8,77683033,77683033,1,77683033,1,"{'ok': True, 'value': 77683033, 'stdout': '77683033\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10857844352722168}",1,Compute: 27091909 + 50591124
14,add,32,99789491944271358080772359553744,99789491944271358080772359553747,0,99789491944271358080772359553744,1,"{'ok': True, 'value': 99789491944271358080772359553744, 'stdout': '99789491944271358080772359553744\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10814547538757324}",1,Compute: 52816841241080622149399774443918 + 46972650703190735931372585109826
15,sub,16,2288339688250285,2288339687240285,0,2288339688250285,1,"{'ok': True, 'value': 2288339688250285, 'stdout': '2288339688250285\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10918927192687988}",1,Compute: 8215134696381957 - 5926795008131672
16,lcs,4,2,3,0,3,0,"{'ok': True, 'value': 2, 'stdout': '2\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11671733856201172}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""dcbd""
T = ""acdba"""
17,sub,32,25365530629673890897110796398826,48057368958367890504747170851352,0,25365530629673890897110796498826,0,"{'ok': True, 'value': 25365530629673890897110796398826, 'stdout': '25365530629673890897110796398826\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11809873580932617}",1,Compute: 73422899588041781401857967250178 - 48057368958367890504747170851352
18,ilp_prod,16,169,Cannot be determined without using a linear programming algorithm.,0,0,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py:1489: UserWarning: Spaces are not permitted in the name. Converted to \'_\'\n  warnings.warn(""Spaces are not permitted in the name. Converted to \'_\'"")\nTraceback (most recent call last):\n  File ""/tmp/cot_exec_j8v_1u2p/main.py"", line 7, in <module>\n    x = LpVariable.dicts(""x"", range(len(profit)), lowBound=0, cat=\'Integer\')\nNameError: name \'profit\' is not defined\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.17628741264343262}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [36, 37, 23, 13, 12, 37]
consumption (rows=resources) = [[4, 5, 8, 10, 14, 14], [9, 12, 10, 15, 15, 2], [15, 14, 1, 4, 10, 6], [3, 4, 8, 12, 15, 12]]
capacity = [50, 41, 49, 38]
upper_bounds = [3, 3, 4, 3, 3, 3]"
19,ilp_prod,32,376,Cannot be determined without using a linear programming algorithm.,0,495,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec_z4xo6vxl/main.py"", line 4, in <module>\n    x = LpVariable.dicts(""x"", range(len(profit)), lowBound=0, cat=\'Integer\')\nNameError: name \'profit\' is not defined\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.1835801601409912}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [94, 63, 22, 24, 47, 21]
consumption (rows=resources) = [[18, 30, 19, 10, 4, 18], [19, 19, 15, 7, 22, 10], [6, 19, 19, 18, 32, 22], [22, 27, 29, 1, 3, 20]]
capacity = [69, 113, 118, 81]
upper_bounds = [3, 3, 3, 6, 3, 3]"
20,lcs,16,9,,0,7,0,"{'ok': True, 'value': 9, 'stdout': '9\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11000442504882812}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""bcdcdccacacbacac""
T = ""addcccbdaaddcadb"""
21,mul,4,19554812,19594422,0,19567012,0,"{'ok': True, 'value': 19554812, 'stdout': '19554812\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11739039421081543}",1,Compute: 9797 * 1996
22,rod,8,34,22,0,22,0,"{'ok': True, 'value': 34, 'stdout': '34\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09755396842956543}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [3, 5, 11, 17, 16, 16, 17, 22]"
23,mul,32,1910187090012944950869996472393713743948395172343680781646254690,1919799999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,1912979647778497937764679119077775978590,0,"{'ok': True, 'value': 1910187090012944950869996472393713743948395172343680781646254690, 'stdout': '1910187090012944950869996472393713743948395172343680781646254690\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10667610168457031}",1,Compute: 37143318686788250153747994835690 * 51427474914684774375511359265101
24,ilp_partition,16,1,10,0,10,0,"{'ok': True, 'value': 23, 'stdout': '23\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11434006690979004}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [35, 13, 8, 21, 42, 48, 2, 28, 15, 29, 20, 27, 18, 6, 36, 13]"
25,add,16,16121209643009129,16121210647009129,0,16121209643009129,1,"{'ok': True, 'value': 16121209643009129, 'stdout': '16121209643009129\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10572075843811035}",1,Compute: 9254939256196383 + 6866270386812746
26,ilp_assign,8,29,Cannot be determined without implementing the Hungarian Algorithm,0,80,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec_f2p_0wid/main.py"", line 35, in <module>\n    min_cost = hungarian(C)\n  File ""/tmp/cot_exec_f2p_0wid/main.py"", line 4, in hungarian\n    n = C.shape[0]\nAttributeError: \'list\' object has no attribute \'shape\'\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.22942566871643066}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[3, 1, 5, 18, 9, 8, 12], [11, 24, 5, 4, 9, 14, 12], [20, 2, 18, 2, 22, 15, 2], [24, 21, 11, 10, 10, 22, 24], [13, 10, 13, 16, 10, 22, 4], [19, 22, 21, 1, 23, 4, 14], [3, 7, 4, 21, 1, 8, 16]]"
27,mul,16,18945767072548592359066795279134,19009748377324996574978999579397,0,3490103839728425039073,0,"{'ok': True, 'value': 18945767072548592359066795279134, 'stdout': '18945767072548592359066795279134\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11866140365600586}",1,Compute: 3490103839728742 * 5428425039073077
28,knap,4,28,23,0,22,0,"{'ok': True, 'value': 28, 'stdout': '28\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.1274280548095703}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [4, 2, 7, 2]
V = [15, 10, 16, 13]
C = 7"
29,rod,2,12,2,0,7,0,"{'ok': True, 'value': 12, 'stdout': '12\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10336542129516602}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [6, 1]"
30,mul,2,7480,7480,1,7480,1,"{'ok': True, 'value': 7480, 'stdout': '7480\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.1009523868560791}",1,Compute: 88 * 85
31,knap,8,94,60,0,48,0,"{'ok': True, 'value': 94, 'stdout': '94\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.1370689868927002}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [8, 6, 3, 9, 13, 7, 5, 6]
V = [5, 21, 25, 14, 11, 3, 29, 14]
C = 28"
32,ilp_assign,8,31,Cannot be determined without code execution,0,99,0,"{'ok': True, 'value': 31, 'stdout': '31\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.44687676429748535}",1,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[23, 22, 4, 7, 23, 15, 13], [7, 14, 2, 24, 6, 23, 22], [13, 14, 12, 17, 5, 3, 17], [23, 6, 2, 19, 7, 17, 18], [24, 15, 21, 10, 10, 16, 5], [1, 23, 15, 14, 22, 22, 19], [12, 14, 23, 12, 7, 9, 7]]"
33,sub,4,1384,1384,1,1384,1,"{'ok': True, 'value': 1384, 'stdout': '1384\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10174560546875}",1,Compute: 9962 - 8578
34,sub,16,885598700160853,8625873700160853,0,885598700116053,0,"{'ok': True, 'value': 885598700160853, 'stdout': '885598700160853\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11356544494628906}",1,Compute: 8192808279296303 - 7307209579135450
35,lcs,2,2,2,1,2,1,"{'ok': True, 'value': 2, 'stdout': '2\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09135603904724121}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""ca""
T = ""cda"""
36,ilp_prod,2,40,Cannot be determined without a linear programming solver,0,38,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py:1489: UserWarning: Spaces are not permitted in the name. Converted to \'_\'\n  warnings.warn(""Spaces are not permitted in the name. Converted to \'_\'"")\nTraceback (most recent call last):\n  File ""/tmp/cot_exec_v75oukql/main.py"", line 7, in <module>\n    x1 = LpVariable(""x_1"", 0, upper_bounds[0])  # Quantity of product 1\nNameError: name \'upper_bounds\' is not defined\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.1746826171875}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [6, 8]
consumption (rows=resources) = [[2, 1], [3, 2]]
capacity = [8, 10]
upper_bounds = [3, 5]"
37,rod,16,197,To be computed,0,109,0,"{'ok': True, 'value': 197, 'stdout': '197\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10861659049987793}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [12, 8, 37, 8, 47, 20, 12, 23, 31, 32, 34, 11, 38, 18, 41, 45]"
38,sub,4,2625,2625,1,2625,1,"{'ok': True, 'value': 2625, 'stdout': '2625\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11001348495483398}",1,Compute: 7565 - 4940
39,add,2,93,93,1,93,1,"{'ok': True, 'value': 93, 'stdout': '93\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10664606094360352}",1,Compute: 54 + 39
40,sub,4,1269,1269,1,1269,1,"{'ok': True, 'value': 1269, 'stdout': '1269\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10945463180541992}",1,Compute: 3829 - 2560
41,rod,16,336,"The answer requires calculating the maximum revenue using the recursive approach with memoization, which is not possible to do without code.",0,107,0,"{'ok': True, 'value': 336, 'stdout': '336\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09881973266601562}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [8, 42, 9, 5, 41, 26, 11, 12, 15, 19, 7, 4, 39, 14, 1, 39]"
42,ilp_partition,4,6,3,0,6,1,"{'ok': True, 'value': 6, 'stdout': '6\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.12596368789672852}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [1, 4, 1, 12]"
43,ilp_partition,16,0,10,0,10,0,"{'ok': True, 'value': 22, 'stdout': '22\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10736441612243652}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [20, 27, 17, 34, 41, 16, 25, 27, 3, 3, 48, 47, 13, 24, 26, 21]"
44,ilp_prod,2,15,Cannot be determined without an optimization solver,0,15,1,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py:1489: UserWarning: Spaces are not permitted in the name. Converted to \'_\'\n  warnings.warn(""Spaces are not permitted in the name. Converted to \'_\'"")\nTraceback (most recent call last):\n  File ""/tmp/cot_exec_1hy5n_jz/main.py"", line 16, in <module>\n    model += lpSum(profit[j] * x[j] for j in range(len(profit)))\nNameError: name \'lpSum\' is not defined\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.1948862075805664}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [3, 3]
consumption (rows=resources) = [[3, 2], [3, 1]]
capacity = [10, 7]
upper_bounds = [3, 5]"
45,sub,8,47123316,47123316,1,47123316,1,"{'ok': True, 'value': 47123316, 'stdout': '47123316\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.1094970703125}",1,Compute: 67493345 - 20370029
46,sub,32,21051174113114867971512719091613,32980174113114867971512719091613,0,21051174112114867971512719091613,0,"{'ok': True, 'value': 21051174113114867971512719091613, 'stdout': '21051174113114867971512719091613\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10828089714050293}",1,Compute: 34305859384848095499112728189360 - 13254685271733227527600009097747
47,ilp_assign,8,35,70,0,100,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '  File ""/tmp/cot_exec_7yjbyakj/main.py"", line 20\n    return total_cost\nIndentationError: unexpected indent\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.11093735694885254}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[3, 23, 21, 8, 1, 5, 14], [12, 9, 16, 2, 13, 4, 10], [23, 14, 8, 8, 17, 19, 14], [19, 9, 1, 1, 5, 16, 23], [5, 12, 3, 20, 8, 18, 21], [18, 5, 5, 13, 5, 20, 23], [24, 11, 7, 5, 5, 20, 23]]"
48,sub,16,4272205158376849,4272205158376849,1,4272205158376849,1,"{'ok': True, 'value': 4272205158376849, 'stdout': '4272205158376849\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11665916442871094}",1,Compute: 8457351073501505 - 4185145915124656
49,add,32,165774033948755041305004606111190,78378083993764814204999986491221,0,165773033948754941304904574111190,0,"{'ok': True, 'value': 165774033948755041305004606111190, 'stdout': '165774033948755041305004606111190\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11713719367980957}",1,Compute: 68611866220659233841477252089003 + 97162167728095807463527354022187
50,rod,16,203,107,0,102,0,"{'ok': True, 'value': 203, 'stdout': '203\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11949396133422852}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [5, 14, 39, 47, 9, 16, 16, 46, 35, 24, 34, 34, 2, 37, 33, 13]"
51,ilp_assign,2,6,2,0,-2,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '  File ""/tmp/cot_exec_xe05klfw/main.py"", line 14\n    return int(total_cost)\nIndentationError: unexpected indent\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.10195493698120117}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[3, 2], [4, 6]]"
52,ilp_partition,2,1,3,0,1,1,"{'ok': True, 'value': 1, 'stdout': '1\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11050987243652344}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [6, 4, 5, 4]"
53,knap,32,1222,495,0,1092,0,"{'ok': True, 'value': 1222, 'stdout': '1222\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11686539649963379}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [24, 26, 28, 28, 21, 1, 47, 4, 30, 6, 19, 22, 15, 31, 53, 19, 27, 45, 7, 10, 48, 37, 40, 7, 28, 61, 4, 11, 6, 12, 64, 28]
V = [30, 30, 5, 9, 105, 114, 30, 12, 5, 1, 66, 26, 65, 79, 42, 96, 14, 26, 88, 87, 39, 106, 24, 72, 23, 113, 26, 31, 14, 13, 19, 10]
C = 404"
54,ilp_partition,4,1,1,1,3,0,"{'ok': True, 'value': 3, 'stdout': '3\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08996915817260742}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [2, 3, 4, 4]"
55,ilp_assign,32,112,192,0,128,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10674810409545898}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[16, 90, 37, 48, 15, 11, 41], [4, 25, 26, 93, 46, 66, 2], [50, 37, 35, 61, 19, 91, 5], [78, 52, 61, 61, 1, 70, 26], [15, 66, 87, 36, 59, 19, 24], [61, 29, 16, 75, 17, 82, 82], [72, 43, 26, 40, 56, 53, 54]]"
56,ilp_partition,16,1,10,0,10,0,"{'ok': True, 'value': 23, 'stdout': '23\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10950374603271484}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [36, 12, 28, 24, 24, 2, 11, 12, 40, 23, 45, 45, 31, 41, 29, 44]"
57,ilp_prod,2,16,Cannot be determined without applying a linear programming algorithm.,0,24,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py:1489: UserWarning: Spaces are not permitted in the name. Converted to \'_\'\n  warnings.warn(""Spaces are not permitted in the name. Converted to \'_\'"")\nTraceback (most recent call last):\n  File ""/tmp/cot_exec_ctu6i_7c/main.py"", line 7, in <module>\n    x1 = LpVariable(""x_1"", 0, upper_bounds[0])  # Quantity of product 1\nNameError: name \'upper_bounds\' is not defined\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.18080377578735352}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [8, 6]
consumption (rows=resources) = [[3, 3], [3, 1]]
capacity = [7, 8]
upper_bounds = [3, 3]"
58,ilp_partition,16,1,10,0,10,0,"{'ok': True, 'value': 31, 'stdout': '31\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.12240004539489746}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [34, 17, 35, 36, 12, 46, 3, 23, 31, 35, 40, 12, 15, 21, 42, 41]"
59,add,2,124,124,1,124,1,"{'ok': True, 'value': 124, 'stdout': '124\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.12563061714172363}",1,Compute: 59 + 65
