idx,kind,digits,truth,answer_nl,correct_nl,answer_code,correct_code,answer_code_exec,correct_code_exec,problem
10,ilp_partition,2,0,1,0,1,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09800195693969727}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [1, 2, 2, 3]"
11,mul,16,15984415276384606203864151449594,1599484468594894868958643694545456,0,16025546069997599544945555564,0,"{'ok': True, 'value': 15984415276384606203864151449594, 'stdout': '15984415276384606203864151449594\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09977030754089355}",1,Compute: 2538957859208082 * 6295659937172117
12,lcs,32,18,10,0,20,0,"{'ok': True, 'value': 18, 'stdout': '18\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09415078163146973}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""cadddcaaccddcddbaddbdddabccdccbb""
T = ""cbcabbdbacbbcbadabbddddbdcadccdc"""
13,rod,8,92,22,0,22,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec_tgwrx6s1/main.py"", line 10, in <module>\n    res = rod_cutting(N, P)\n  File ""/tmp/cot_exec_tgwrx6s1/main.py"", line 5, in rod_cutting\n    dp[i] = max(dp[i], P[j] + dp[i - j])\nIndexError: list index out of range\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.09842514991760254}",0,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [1, 23, 18, 11, 9, 21, 5, 19]"
14,mul,4,26225193,274,0,26104933,0,"{'ok': True, 'value': 26225193, 'stdout': '26225193\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09736800193786621}",1,Compute: 8147 * 3219
15,knap,4,24,28,0,41,0,"{'ok': True, 'value': 24, 'stdout': '24\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09648680686950684}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [3, 1, 2, 3]
V = [14, 9, 15, 3]
C = 4"
16,ilp_assign,8,41,0,0,36,0,"{'ok': True, 'value': 351, 'stdout': '351\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.5520250797271729}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[19, 12, 12, 6, 18, 3, 3], [11, 22, 24, 9, 9, 4, 13], [4, 6, 17, 10, 8, 4, 11], [6, 21, 22, 14, 5, 4, 11], [16, 11, 11, 24, 5, 12, 24], [17, 16, 20, 6, 23, 21, 3], [10, 8, 17, 13, 23, 1, 7]]"
17,add,32,128226209919515319599499220857428,128226204919545319596667220857328,0,128226209919515319599499220857428,1,"{'ok': True, 'value': 128226209919515319599499220857428, 'stdout': '128226209919515319599499220857428\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10093522071838379}",1,Compute: 47789963177525673673329419833797 + 80436246741989645926169801023631
18,rod,32,1184,1035,0,1080,0,"{'ok': True, 'value': 1184, 'stdout': '1184\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10085892677307129}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 32
P = [37, 46, 95, 68, 42, 57, 78, 9, 48, 92, 81, 44, 60, 55, 66, 48, 3, 85, 89, 96, 38, 7, 86, 53, 75, 68, 36, 63, 87, 56, 80, 93]"
19,ilp_assign,8,31,18,0,18,0,"{'ok': True, 'value': 395, 'stdout': '395\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.23054957389831543}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[4, 6, 17, 18, 6, 16, 4], [7, 10, 21, 10, 12, 10, 18], [1, 24, 2, 24, 21, 18, 23], [9, 8, 9, 15, 15, 24, 9], [22, 2, 8, 20, 20, 4, 7], [6, 19, 10, 4, 6, 1, 18], [16, 24, 21, 7, 24, 10, 2]]"
20,knap,16,417,152,0,1099,0,"{'ok': True, 'value': 417, 'stdout': '417\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09930157661437988}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [29, 26, 27, 12, 14, 24, 20, 20, 5, 24, 8, 24, 25, 13, 2, 31]
V = [49, 19, 10, 1, 34, 30, 42, 10, 64, 60, 62, 4, 46, 17, 30, 47]
C = 152"
21,mul,8,4073146432182096,40744344486695648,0,407065858455456,0,"{'ok': True, 'value': 4073146432182096, 'stdout': '4073146432182096\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09491753578186035}",1,Compute: 50698156 * 80341116
22,rod,8,104,25,0,30,0,"{'ok': True, 'value': 104, 'stdout': '104\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.1114199161529541}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [13, 19, 9, 16, 10, 8, 24, 6]"
23,rod,16,544,46,0,55,0,"{'ok': True, 'value': 544, 'stdout': '544\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11097526550292969}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [34, 40, 41, 6, 34, 45, 45, 5, 7, 2, 20, 16, 21, 14, 5, 26]"
24,sub,4,5635,5635,1,5635,1,"{'ok': True, 'value': 5635, 'stdout': '5635\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.0910654067993164}",1,Compute: 6678 - 1043
25,sub,16,3303889388506150,3303889388506150,1,3303889388506150,1,"{'ok': True, 'value': 3303889388506150, 'stdout': '3303889388506150\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09423971176147461}",1,Compute: 9235606047415755 - 5931716658909605
26,sub,2,46,46,1,46,1,"{'ok': True, 'value': 46, 'stdout': '46\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10145354270935059}",1,Compute: 99 - 53
27,sub,4,2770,2770,1,2770,1,"{'ok': True, 'value': 2770, 'stdout': '2770\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10103750228881836}",1,Compute: 9673 - 6903
28,knap,16,318,106,0,1053,0,"{'ok': True, 'value': 318, 'stdout': '318\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10700273513793945}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [32, 19, 9, 23, 32, 28, 7, 4, 22, 20, 3, 21, 5, 12, 25, 15]
V = [13, 16, 44, 36, 43, 34, 16, 40, 19, 19, 2, 24, 34, 49, 22, 20]
C = 138"
29,sub,32,13934349526811592782712397518867,13934349526811592782712397518867,1,13934349526811592782712397518867,1,"{'ok': True, 'value': 13934349526811592782712397518867, 'stdout': '13934349526811592782712397518867\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10271334648132324}",1,Compute: 30224905564604453231490567495338 - 16290556037792860448778169976471
30,rod,8,184,22,0,48,0,"{'ok': True, 'value': 184, 'stdout': '184\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09735774993896484}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [23, 2, 18, 10, 21, 22, 2, 15]"
31,mul,8,262783548920480,7,0,26384874644480,0,"{'ok': True, 'value': 262783548920480, 'stdout': '262783548920480\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09463214874267578}",1,Compute: 25333985 * 10372768
32,rod,2,10,10,1,9,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec_9eatzrbk/main.py"", line 10, in <module>\n    res = rod_cutting(N, P)\n  File ""/tmp/cot_exec_9eatzrbk/main.py"", line 5, in rod_cutting\n    dp[i] = max(dp[i], P[j] + dp[i - j])\nIndexError: list index out of range\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.11307573318481445}",0,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [5, 4]"
33,ilp_partition,4,0,1,0,1,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10088992118835449}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [1, 9, 4, 6]"
34,rod,8,48,22,0,24,0,"{'ok': True, 'value': 48, 'stdout': '48\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11408376693725586}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [6, 4, 8, 10, 8, 6, 1, 20]"
35,ilp_assign,32,137,185,0,185,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.25956225395202637}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[55, 65, 54, 22, 16, 11, 44], [40, 7, 57, 76, 59, 62, 66], [91, 33, 86, 85, 45, 25, 31], [66, 45, 38, 32, 37, 95, 14], [8, 84, 58, 65, 79, 30, 51], [94, 1, 56, 59, 23, 65, 36], [61, 73, 40, 96, 81, 8, 41]]"
36,ilp_partition,16,0,1,0,4,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09174466133117676}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [30, 21, 28, 7, 36, 34, 2, 2, 10, 17, 34, 32, 48, 18, 17, 44]"
37,sub,4,4353,4353,1,4353,1,"{'ok': True, 'value': 4353, 'stdout': '4353\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10124325752258301}",1,Compute: 6672 - 2319
38,ilp_prod,8,204,108,0,100,0,"{'ok': True, 'value': 204, 'stdout': 'Welcome to the CBC MILP Solver \nVersion: 2.10.3 \nBuild Date: Dec 15 2019 \n\ncommand line - /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/apis/../solverdir/cbc/linux/i64/cbc /tmp/273a713775bd4a4ba3f6cd34f1e911bb-pulp.mps -max -timeMode elapsed -branch -printingOptions all -solution /tmp/273a713775bd4a4ba3f6cd34f1e911bb-pulp.sol (default strategy 1)\nAt line 2 NAME          MODEL\nAt line 3 ROWS\nAt line 9 COLUMNS\nAt line 38 RHS\nAt line 43 BOUNDS\nAt line 48 ENDATA\nProblem MODEL has 4 rows, 4 columns and 16 elements\nCoin0008I MODEL read with 0 errors\nOption for timeMode changed from cpu to elapsed\nContinuous objective value is 212 - 0.00 seconds\nCgl0004I processed model has 4 rows, 4 columns (4 integer (0 of which binary)) and 16 elements\nCutoff increment increased from 1e-05 to 0.9999\nCbc0012I Integer solution of -187 found by DiveCoefficient after 0 iterations and 0 nodes (0.00 seconds)\nCbc0038I Full problem 4 rows 4 columns, reduced to 3 rows 2 columns\nCbc0012I Integer solution of -204 found by DiveCoefficient after 2 iterations and 0 nodes (0.01 seconds)\nCbc0031I 2 added rows had average density of 3.5\nCbc0013I At root node, 2 cuts changed objective from -212 to -204 in 3 passes\nCbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 3 column cuts (3 active)  in 0.000 seconds - new frequency is 1\nCbc0014I Cut generator 1 (Gomory) - 2 row cuts average 4.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is 1\nCbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100\nCbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100\nCbc0014I Cut generator 4 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100\nCbc0014I Cut generator 5 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is -100\nCbc0014I Cut generator 6 (TwoMirCuts) - 2 row cuts average 2.5 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is 1\nCbc0014I Cut generator 7 (ZeroHalf) - 2 row cuts average 4.0 elements, 0 column cuts (0 active)  in 0.000 seconds - new frequency is 1\nCbc0001I Search completed - best objective -204, took 2 iterations and 0 nodes (0.01 seconds)\nCbc0035I Maximum depth 0, 0 variables fixed on reduced cost\nCuts at root node changed objective from -212 to -204\nProbing was tried 3 times and created 3 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\nGomory was tried 3 times and created 2 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\nKnapsack was tried 3 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\nClique was tried 3 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\nMixedIntegerRounding2 was tried 3 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\nFlowCover was tried 3 times and created 0 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\nTwoMirCuts was tried 3 times and created 2 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\nZeroHalf was tried 3 times and created 2 cuts of which 0 were active after adding rounds of cuts (0.000 seconds)\n\nResult - Optimal solution found\n\nObjective value:                204.00000000\nEnumerated nodes:               0\nTotal iterations:               2\nTime (CPU seconds):             0.00\nTime (Wallclock seconds):       0.01\n\nOption for printingOptions changed from normal to all\nTotal time (CPU seconds):       0.01   (Wallclock seconds):       0.01\n\n204.0\n', 'stderr': '/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py:1489: UserWarning: Spaces are not permitted in the name. Converted to \'_\'\n  warnings.warn(""Spaces are not permitted in the name. Converted to \'_\'"")\n', 'retcode': 0, 'timeout': False, 'duration_s': 0.1936020851135254}",1,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [23, 17, 12, 17]
consumption (rows=resources) = [[4, 7, 6, 1], [4, 6, 2, 1], [5, 1, 4, 3], [1, 2, 4, 1]]
capacity = [29, 26, 32, 20]
upper_bounds = [6, 4, 4, 10]"
39,ilp_partition,2,1,0,0,1,1,"{'ok': True, 'value': 1, 'stdout': '1\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10841679573059082}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [6, 1, 6, 2]"
40,ilp_assign,4,12,7,0,18,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.21325302124023438}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[4, 4, 9, 3], [6, 2, 10, 4], [1, 2, 1, 11], [12, 3, 12, 8]]"
41,rod,16,592,224,0,108,0,"{'ok': True, 'value': 592, 'stdout': '592\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10672664642333984}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [37, 21, 34, 48, 43, 39, 41, 29, 41, 18, 4, 43, 10, 40, 40, 3]"
42,ilp_assign,8,31,0,0,104,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec_tprf1769/main.py"", line 35, in <module>\n    res = hungarian_algorithm(cost_matrix)\n  File ""/tmp/cot_exec_tprf1769/main.py"", line 17, in hungarian_algorithm\n    smallest_uncovered = min([cost_matrix[i][j] for i, j in covered if (i, j) not in covered])\nValueError: min() arg is an empty sequence\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.22509312629699707}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[19, 23, 12, 4, 23, 14, 14], [7, 14, 11, 9, 6, 13, 1], [24, 2, 13, 15, 19, 16, 4], [5, 19, 12, 24, 9, 18, 15], [6, 7, 17, 15, 21, 1, 1], [16, 6, 7, 12, 20, 7, 17], [24, 4, 8, 21, 18, 24, 12]]"
43,ilp_partition,8,0,1,0,1,0,"{'ok': True, 'value': 0, 'stdout': '0\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10114336013793945}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [20, 7, 12, 6, 20, 4, 2, 3]"
44,add,2,80,80,1,80,1,"{'ok': True, 'value': 80, 'stdout': '80\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09292960166931152}",1,Compute: 43 + 37
45,rod,16,272,46,0,81,0,"{'ok': True, 'value': 272, 'stdout': '272\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09292864799499512}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [17, 32, 24, 2, 7, 12, 47, 8, 10, 3, 19, 32, 10, 31, 31, 40]"
46,ilp_assign,16,70,105,0,105,0,"{'ok': True, 'value': 70, 'stdout': '70\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 1.1367812156677246}",1,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[29, 44, 33, 2, 29, 4, 24], [32, 41, 25, 13, 37, 39, 12], [19, 33, 40, 1, 23, 10, 10], [28, 24, 14, 15, 18, 8, 7], [9, 8, 46, 20, 22, 23, 25], [31, 36, 41, 28, 6, 34, 38], [36, 33, 33, 45, 10, 9, 16]]"
47,rod,8,72,22,0,27,0,"{'ok': True, 'value': 72, 'stdout': '72\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11139392852783203}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [9, 8, 9, 22, 18, 8, 3, 20]"
48,sub,4,7983,7983,1,8003,0,"{'ok': True, 'value': 7983, 'stdout': '7983\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10310196876525879}",1,Compute: 9825 - 1842
49,knap,4,25,22,0,20,0,"{'ok': True, 'value': 25, 'stdout': '25\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10084271430969238}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [5, 7, 5, 5]
V = [1, 4, 13, 12]
C = 11"
50,rod,2,6,6,1,8,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec_jx2g7aj7/main.py"", line 10, in <module>\n    res = rod_cutting(N, P)\n  File ""/tmp/cot_exec_jx2g7aj7/main.py"", line 5, in rod_cutting\n    dp[i] = max(dp[i], P[j] + dp[i - j])\nIndexError: list index out of range\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.08906197547912598}",0,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [2, 6]"
51,rod,32,2752,1055,0,657,0,"{'ok': True, 'value': 2752, 'stdout': '2752\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09472894668579102}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 32
P = [86, 43, 57, 9, 43, 91, 39, 27, 70, 17, 63, 45, 30, 16, 26, 1, 90, 18, 26, 76, 29, 85, 94, 17, 14, 55, 6, 19, 18, 45, 41, 92]"
